rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported
rg04_theta15p195_foilpm3	0	2	2	3	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	2	2	4	98	48	20	18	12	0
rg04_theta15p195_foilpm3	0	2	2	5	118	60	24	19	15	0
rg04_theta15p195_foilpm3	0	2	2	6	142	74	29	20	19	0
rg04_theta15p195_foilpm3	0	2	3	1	25	13	5	5	4	0
rg04_theta15p195_foilpm3	0	2	3	2	49	25	10	7	7	0
rg04_theta15p195_foilpm3	0	2	3	3	81	42	17	10	11	0
rg04_theta15p195_foilpm3	0	2	3	4	117	62	24	18	16	0
rg04_theta15p195_foilpm3	0	2	3	5	153	76	31	26	19	0
rg04_theta15p195_foilpm3	0	2	3	6	235	122	47	37	31	0
rg04_theta15p195_foilpm3	0	2	4	1	30	15	6	5	4	0
rg04_theta15p195_foilpm3	0	2	4	2	63	31	13	10	8	0
rg04_theta15p195_foilpm3	0	2	4	3	94	48	19	17	13	0
rg04_theta15p195_foilpm3	0	2	4	4	29	14	6	4	4	0
rg04_theta15p195_foilpm3	0	2	4	5	206	101	42	37	26	0
rg04_theta15p195_foilpm3	0	2	4	6	205	108	41	32	28	0
rg04_theta15p195_foilpm3	0	2	5	1	21	0	5	0	0	21
rg04_theta15p195_foilpm3	0	2	5	2	50	26	10	9	7	0
rg04_theta15p195_foilpm3	0	2	5	3	75	38	15	11	10	0
rg04_theta15p195_foilpm3	0	2	5	4	126	68	26	24	17	0
rg04_theta15p195_foilpm3	0	2	5	5	5	0	1	0	0	5
rg04_theta15p195_foilpm3	0	2	5	6	215	119	43	32	30	0
rg04_theta15p195_foilpm3	0	2	6	1	20	0	4	0	0	20
rg04_theta15p195_foilpm3	0	2	6	2	35	18	7	6	5	0
rg04_theta15p195_foilpm3	0	2	6	3	84	44	17	15	12	0
rg04_theta15p195_foilpm3	0	2	6	4	119	63	24	18	16	0
rg04_theta15p195_foilpm3	0	2	6	5	129	66	26	22	17	0
rg04_theta15p195_foilpm3	0	2	6	6	195	106	39	30	27	0
rg04_theta15p195_foilpm3	0	2	7	1	6	0	2	0	0	6
rg04_theta15p195_foilpm3	0	2	7	2	36	20	8	7	5	0
rg04_theta15p195_foilpm3	0	2	7	3	59	29	12	10	8	0
rg04_theta15p195_foilpm3	0	2	7	4	94	48	19	17	13	0
rg04_theta15p195_foilpm3	0	2	7	5	128	63	26	23	16	0
rg04_theta15p195_foilpm3	0	2	7	6	149	76	30	23	19	0
rg04_theta15p195_foilpm3	0	2	8	2	17	0	4	0	0	17
rg04_theta15p195_foilpm3	0	2	8	3	42	22	9	7	6	0
rg04_theta15p195_foilpm3	0	2	8	4	50	26	10	8	7	0
rg04_theta15p195_foilpm3	0	2	8	5	90	49	18	13	13	0
rg04_theta15p195_foilpm3	0	2	8	6	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	3	0	2	9	0	2	0	0	9
rg04_theta15p195_foilpm3	0	3	0	3	18	0	4	0	0	18
rg04_theta15p195_foilpm3	0	3	0	4	38	20	8	7	6	0
rg04_theta15p195_foilpm3	0	3	0	5	63	29	13	10	8	0
rg04_theta15p195_foilpm3	0	3	0	6	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	3	1	1	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	3	1	2	10	0	2	0	0	10
rg04_theta15p195_foilpm3	0	3	1	3	22	0	5	0	0	22
rg04_theta15p195_foilpm3	0	3	1	4	46	19	10	8	5	0
rg04_theta15p195_foilpm3	0	3	1	5	70	34	14	8	9	0
rg04_theta15p195_foilpm3	0	3	1	6	105	48	21	14	13	0
rg04_theta15p195_foilpm3	0	3	2	1	4	0	1	0	0	4
rg04_theta15p195_foilpm3	0	3	2	2	24	0	5	0	0	24
rg04_theta15p195_foilpm3	0	3	2	3	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	3	2	4	66	29	14	10	8	0
rg04_theta15p195_foilpm3	0	3	2	5	99	52	20	15	13	0
rg04_theta15p195_foilpm3	0	3	2	6	133	68	27	19	18	0
rg04_theta15p195_foilpm3	0	3	3	1	14	0	3	0	0	14
rg04_theta15p195_foilpm3	0	3	3	2	26	12	6	3	4	0
rg04_theta15p195_foilpm3	0	3	3	3	47	24	10	9	7	0
rg04_theta15p195_foilpm3	0	3	3	4	78	37	16	13	10	0
rg04_theta15p195_foilpm3	0	3	3	5	131	72	27	18	18	0
rg04_theta15p195_foilpm3	0	3	3	6	181	96	37	28	24	0
rg04_theta15p195_foilpm3	0	3	4	1	19	0	4	0	0	19
rg04_theta15p195_foilpm3	0	3	4	2	31	16	7	5	5	0
rg04_theta15p195_foilpm3	0	3	4	3	43	20	9	7	6	0
rg04_theta15p195_foilpm3	0	3	4	4	19	0	4	0	0	19
rg04_theta15p195_foilpm3	0	3	4	5	96	48	20	17	12	0
rg04_theta15p195_foilpm3	0	3	4	6	172	87	35	24	22	0
rg04_theta15p195_foilpm3	0	3	5	1	15	0	3	0	0	15
rg04_theta15p195_foilpm3	0	3	5	2	29	15	6	4	4	0
rg04_theta15p195_foilpm3	0	3	5	3	43	21	9	9	6	0
rg04_theta15p195_foilpm3	0	3	5	4	68	33	14	11	9	0
rg04_theta15p195_foilpm3	0	3	5	5	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	3	5	6	156	79	32	26	20	0
rg04_theta15p195_foilpm3	0	3	6	1	9	0	2	0	0	9
rg04_theta15p195_foilpm3	0	3	6	2	16	0	4	0	0	16
rg04_theta15p195_foilpm3	0	3	6	3	38	20	8	8	6	0
rg04_theta15p195_foilpm3	0	3	6	4	66	31	14	9	8	0
rg04_theta15p195_foilpm3	0	3	6	5	97	48	20	14	13	0
rg04_theta15p195_foilpm3	0	3	6	6	151	72	31	25	19	0
rg04_theta15p195_foilpm3	0	3	7	1	3	0	1	0	0	3
rg04_theta15p195_foilpm3	0	3	7	2	16	0	4	0	0	16
rg04_theta15p195_foilpm3	0	3	7	3	18	0	4	0	0	18
rg04_theta15p195_foilpm3	0	3	7	4	51	27	11	8	7	0
rg04_theta15p195_foilpm3	0	3	7	5	72	34	15	14	9	0
rg04_theta15p195_foilpm3	0	3	7	6	92	50	19	15	13	0
rg04_theta15p195_foilpm3	0	3	8	2	6	0	2	0	0	6
rg04_theta15p195_foilpm3	0	3	8	3	20	0	4	0	0	20
rg04_theta15p195_foilpm3	0	3	8	4	34	16	7	5	5	0
rg04_theta15p195_foilpm3	0	3	8	5	52	28	11	5	8	0
rg04_theta15p195_foilpm3	0	4	0	2	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	4	0	3	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	4	0	4	12	0	3	0	0	12
rg04_theta15p195_foilpm3	0	4	0	5	14	0	3	0	0	14
rg04_theta15p195_foilpm3	0	4	1	2	3	0	1	0	0	3
rg04_theta15p195_foilpm3	0	4	1	3	12	0	3	0	0	12
rg04_theta15p195_foilpm3	0	4	1	4	24	0	5	0	0	24
rg04_theta15p195_foilpm3	0	4	1	5	37	20	8	5	6	0
rg04_theta15p195_foilpm3	0	4	1	6	58	30	12	11	8	0
rg04_theta15p195_foilpm3	0	4	2	2	10	0	2	0	0	10
rg04_theta15p195_foilpm3	0	4	2	4	25	13	5	5	4	0
rg04_theta15p195_foilpm3	0	4	2	5	45	24	9	6	7	0
rg04_theta15p195_foilpm3	0	4	2	6	71	38	15	12	10	0
rg04_theta15p195_foilpm3	0	4	3	2	7	0	2	0	0	7
rg04_theta15p195_foilpm3	0	4	3	3	5	0	1	0	0	5
rg04_theta15p195_foilpm3	0	4	3	4	23	0	5	0	0	23
rg04_theta15p195_foilpm3	0	4	3	5	56	29	12	8	8	0
rg04_theta15p195_foilpm3	0	4	3	6	88	43	18	17	11	0
rg04_theta15p195_foilpm3	0	4	4	2	13	0	3	0	0	13
rg04_theta15p195_foilpm3	0	4	4	3	19	0	4	0	0	19
rg04_theta15p195_foilpm3	0	4	4	4	15	0	3	0	0	15
rg04_theta15p195_foilpm3	0	4	4	5	49	27	10	6	7	0
rg04_theta15p195_foilpm3	0	4	4	6	87	44	18	13	12	0
rg04_theta15p195_foilpm3	0	4	5	2	11	0	3	0	0	11
rg04_theta15p195_foilpm3	0	4	5	3	23	0	5	0	0	23
rg04_theta15p195_foilpm3	0	4	5	4	32	16	7	5	4	0
rg04_theta15p195_foilpm3	0	4	5	5	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	4	5	6	92	47	19	17	12	0
rg04_theta15p195_foilpm3	0	4	6	2	8	0	2	0	0	8
rg04_theta15p195_foilpm3	0	4	6	3	14	0	3	0	0	14
rg04_theta15p195_foilpm3	0	4	6	4	21	0	5	0	0	21
rg04_theta15p195_foilpm3	0	4	6	5	48	24	10	7	7	0
rg04_theta15p195_foilpm3	0	4	6	6	52	27	11	10	7	0
rg04_theta15p195_foilpm3	0	4	7	2	5	0	1	0	0	5
rg04_theta15p195_foilpm3	0	4	7	3	3	0	1	0	0	3
rg04_theta15p195_foilpm3	0	4	7	4	17	0	4	0	0	17
rg04_theta15p195_foilpm3	0	4	7	5	30	13	6	3	4	0
rg04_theta15p195_foilpm3	0	4	7	6	50	26	10	9	7	0
rg04_theta15p195_foilpm3	0	4	8	3	6	0	2	0	0	6
rg04_theta15p195_foilpm3	0	4	8	4	13	0	3	0	0	13
rg04_theta15p195_foilpm3	0	4	8	5	19	0	4	0	0	19
rg04_theta15p195_foilpm3	1	0	0	2	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	0	0	3	15	0	3	0	0	15
rg04_theta15p195_foilpm3	1	0	0	4	16	0	4	0	0	16
rg04_theta15p195_foilpm3	1	0	0	5	35	17	7	4	5	0
rg04_theta15p195_foilpm3	1	0	0	6	32	15	7	5	4	0
rg04_theta15p195_foilpm3	1	0	0	7	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	0	1	2	18	0	4	0	0	18
rg04_theta15p195_foilpm3	1	0	1	3	14	0	3	0	0	14
rg04_theta15p195_foilpm3	1	0	1	4	39	20	8	5	5	0
rg04_theta15p195_foilpm3	1	0	1	5	52	22	11	7	6	0
rg04_theta15p195_foilpm3	1	0	1	6	50	25	10	6	7	0
rg04_theta15p195_foilpm3	1	0	2	2	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	0	2	3	5	0	1	0	0	5
rg04_theta15p195_foilpm3	1	0	2	4	40	20	8	6	5	0
rg04_theta15p195_foilpm3	1	0	2	5	54	24	11	6	6	0
rg04_theta15p195_foilpm3	1	0	2	6	86	36	18	14	10	0
rg04_theta15p195_foilpm3	1	0	2	7	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	0	3	2	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	0	3	3	35	18	7	7	5	0
rg04_theta15p195_foilpm3	1	0	3	4	36	16	8	6	5	0
rg04_theta15p195_foilpm3	1	0	3	5	63	32	13	8	8	0
rg04_theta15p195_foilpm3	1	0	3	6	93	48	19	14	12	0
rg04_theta15p195_foilpm3	1	0	3	7	19	0	4	0	0	19
rg04_theta15p195_foilpm3	1	0	4	2	21	0	5	0	0	21
rg04_theta15p195_foilpm3	1	0	4	3	40	16	8	4	4	0
rg04_theta15p195_foilpm3	1	0	4	4	9	0	2	0	0	9
rg04_theta15p195_foilpm3	1	0	4	5	71	35	15	10	9	0
rg04_theta15p195_foilpm3	1	0	4	6	86	42	18	10	11	0
rg04_theta15p195_foilpm3	1	0	4	7	24	0	5	0	0	24
rg04_theta15p195_foilpm3	1	0	5	2	11	0	3	0	0	11
rg04_theta15p195_foilpm3	1	0	5	3	24	0	5	0	0	24
rg04_theta15p195_foilpm3	1	0	5	4	45	22	9	8	6	0
rg04_theta15p195_foilpm3	1	0	5	6	64	29	13	11	8	0
rg04_theta15p195_foilpm3	1	0	5	7	16	0	4	0	0	16
rg04_theta15p195_foilpm3	1	0	6	2	9	0	2	0	0	9
rg04_theta15p195_foilpm3	1	0	6	3	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	0	6	4	41	20	9	6	5	0
rg04_theta15p195_foilpm3	1	0	6	5	45	20	9	7	5	0
rg04_theta15p195_foilpm3	1	0	6	6	74	35	15	11	9	0
rg04_theta15p195_foilpm3	1	0	6	7	11	0	3	0	0	11
rg04_theta15p195_foilpm3	1	0	7	2	5	0	1	0	0	5
rg04_theta15p195_foilpm3	1	0	7	3	17	0	4	0	0	17
rg04_theta15p195_foilpm3	1	0	7	4	26	13	6	4	4	0
rg04_theta15p195_foilpm3	1	0	7	5	26	12	6	1	4	0
rg04_theta15p195_foilpm3	1	0	7	6	44	20	9	6	5	0
rg04_theta15p195_foilpm3	1	0	7	7	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	0	8	3	4	0	1	0	0	4
rg04_theta15p195_foilpm3	1	0	8	4	6	0	2	0	0	6
rg04_theta15p195_foilpm3	1	0	8	5	13	0	3	0	0	13
rg04_theta15p195_foilpm3	1	0	8	6	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	1	0	2	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	1	0	3	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	1	0	4	34	19	7	4	5	0
rg04_theta15p195_foilpm3	1	1	0	5	44	23	9	7	6	0
rg04_theta15p195_foilpm3	1	1	0	6	44	20	9	7	5	0
rg04_theta15p195_foilpm3	1	1	1	2	21	0	5	0	0	21
rg04_theta15p195_foilpm3	1	1	1	3	31	16	7	5	5	0
rg04_theta15p195_foilpm3	1	1	1	4	40	22	8	7	6	0
rg04_theta15p195_foilpm3	1	1	1	5	70	39	14	12	10	0
rg04_theta15p195_foilpm3	1	1	1	6	86	44	18	13	11	0
rg04_theta15p195_foilpm3	1	1	1	7	4	0	1	0	0	4
rg04_theta15p195_foilpm3	1	1	2	2	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	1	2	3	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	1	2	4	67	33	14	10	9	0
rg04_theta15p195_foilpm3	1	1	2	5	81	43	17	16	11	0
rg04_theta15p195_foilpm3	1	1	2	6	95	43	19	15	11	0
rg04_theta15p195_foilpm3	1	1	2	7	58	32	12	9	9	0
rg04_theta15p195_foilpm3	1	1	3	2	33	14	7	7	4	0
rg04_theta15p195_foilpm3	1	1	3	3	38	17	8	7	5	0
rg04_theta15p195_foilpm3	1	1	3	4	70	36	14	13	9	0
rg04_theta15p195_foilpm3	1	1	3	5	94	50	19	12	13	0
rg04_theta15p195_foilpm3	1	1	3	6	115	59	23	18	15	0
rg04_theta15p195_foilpm3	1	1	3	7	103	56	21	19	15	0
rg04_theta15p195_foilpm3	1	1	4	2	42	21	9	8	6	0
rg04_theta15p195_foilpm3	1	1	4	3	47	24	10	8	6	0
rg04_theta15p195_foilpm3	1	1	4	4	18	0	4	0	0	18
rg04_theta15p195_foilpm3	1	1	4	5	84	44	17	16	12	0
rg04_theta15p195_foilpm3	1	1	4	6	136	68	28	19	18	0
rg04_theta15p195_foilpm3	1	1	4	7	146	75	30	20	19	0
rg04_theta15p195_foilpm3	1	1	5	2	13	0	3	0	0	13
rg04_theta15p195_foilpm3	1	1	5	3	50	24	10	8	7	0
rg04_theta15p195_foilpm3	1	1	5	4	64	33	13	12	9	0
rg04_theta15p195_foilpm3	1	1	5	5	4	0	1	0	0	4
rg04_theta15p195_foilpm3	1	1	5	6	116	56	24	20	15	0
rg04_theta15p195_foilpm3	1	1	5	7	107	59	22	20	15	0
rg04_theta15p195_foilpm3	1	1	6	2	17	0	4	0	0	17
rg04_theta15p195_foilpm3	1	1	6	3	34	20	7	6	5	0
rg04_theta15p195_foilpm3	1	1	6	4	41	21	9	5	6	0
rg04_theta15p195_foilpm3	1	1	6	5	75	41	15	11	11	0
rg04_theta15p195_foilpm3	1	1	6	6	98	48	20	16	13	0
rg04_theta15p195_foilpm3	1	1	6	7	81	44	17	13	12	0
rg04_theta15p195_foilpm3	1	1	7	2	13	0	3	0	0	13
rg04_theta15p195_foilpm3	1	1	7	3	26	14	6	5	4	0
rg04_theta15p195_foilpm3	1	1	7	4	45	24	9	8	7	0
rg04_theta15p195_foilpm3	1	1	7	5	62	32	13	9	9	0
rg04_theta15p195_foilpm3	1	1	7	6	83	42	17	12	11	0
rg04_theta15p195_foilpm3	1	1	7	7	2	0	1	0	0	2
rg04_theta15p195_foilpm3	1	1	8	3	28	12	6	5	4	0
rg04_theta15p195_foilpm3	1	1	8	4	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	1	8	5	50	25	10	6	7	0
rg04_theta15p195_foilpm3	1	1	8	6	52	25	11	11	7	0
rg04_theta15p195_foilpm3	1	2	0	3	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	2	0	4	28	16	6	5	5	0
rg04_theta15p195_foilpm3	1	2	0	5	59	28	12	10	7	0
rg04_theta15p195_foilpm3	1	2	0	6	93	50	19	10	13	0
rg04_theta15p195_foilpm3	1	2	1	2	22	0	5	0	0	22
rg04_theta15p195_foilpm3	1	2	1	3	36	18	8	8	5	0
rg04_theta15p195_foilpm3	1	2	1	4	53	28	11	9	7	0
rg04_theta15p195_foilpm3	1	2	1	5	77	39	16	15	10	0
rg04_theta15p195_foilpm3	1	2	1	6	125	62	25	18	16	0
rg04_theta15p195_foilpm3	1	2	1	7	2	0	1	0	0	2
rg04_theta15p195_foilpm3	1	2	2	2	10	0	2	0	0	10
rg04_theta15p195_foilpm3	1	2	2	3	3	0	1	0	0	3
rg04_theta15p195_foilpm3	1	2	2	4	70	36	14	14	10	0
rg04_theta15p195_foilpm3	1	2	2	5	102	50	21	17	13	0
rg04_theta15p195_foilpm3	1	2	2	6	132	68	27	21	17	0
rg04_theta15p195_foilpm3	1	2	2	7	195	109	39	33	28	0
rg04_theta15p195_foilpm3	1	2	3	2	30	15	6	6	4	0
rg04_theta15p195_foilpm3	1	2	3	3	50	28	10	8	7	0
rg04_theta15p195_foilpm3	1	2	3	4	90	48	18	14	13	0
rg04_theta15p195_foilpm3	1	2	3	5	129	70	26	22	18	0
rg04_theta15p195_foilpm3	1	2	3	6	187	100	38	32	25	0
rg04_theta15p195_foilpm3	1	2	3	7	214	120	43	39	30	0
rg04_theta15p195_foilpm3	1	2	4	2	23	0	5	0	0	23
rg04_theta15p195_foilpm3	1	2	4	3	56	32	12	10	9	0
rg04_theta15p195_foilpm3	1	2	4	4	27	14	6	5	4	0
rg04_theta15p195_foilpm3	1	2	4	5	140	75	28	24	19	0
rg04_theta15p195_foilpm3	1	2	4	6	188	96	38	30	25	0
rg04_theta15p195_foilpm3	1	2	4	7	240	128	48	42	33	0
rg04_theta15p195_foilpm3	1	2	5	2	35	16	7	3	5	0
rg04_theta15p195_foilpm3	1	2	5	3	61	36	13	9	9	0
rg04_theta15p195_foilpm3	1	2	5	4	105	55	21	14	14	0
rg04_theta15p195_foilpm3	1	2	5	6	172	94	35	32	24	0
rg04_theta15p195_foilpm3	1	2	5	7	228	116	46	40	30	0
rg04_theta15p195_foilpm3	1	2	6	2	25	12	5	3	4	0
rg04_theta15p195_foilpm3	1	2	6	3	45	25	9	9	7	0
rg04_theta15p195_foilpm3	1	2	6	4	66	33	14	11	9	0
rg04_theta15p195_foilpm3	1	2	6	5	109	56	22	21	15	0
rg04_theta15p195_foilpm3	1	2	6	6	152	78	31	22	20	0
rg04_theta15p195_foilpm3	1	2	6	7	199	106	40	37	27	0
rg04_theta15p195_foilpm3	1	2	7	2	19	0	4	0	0	19
rg04_theta15p195_foilpm3	1	2	7	3	25	13	5	3	4	0
rg04_theta15p195_foilpm3	1	2	7	4	54	29	11	9	8	0
rg04_theta15p195_foilpm3	1	2	7	5	81	42	17	16	11	0
rg04_theta15p195_foilpm3	1	2	7	6	108	55	22	17	14	0
rg04_theta15p195_foilpm3	1	2	7	7	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	2	8	3	18	0	4	0	0	18
rg04_theta15p195_foilpm3	1	2	8	4	40	22	8	7	6	0
rg04_theta15p195_foilpm3	1	2	8	5	62	32	13	12	9	0
rg04_theta15p195_foilpm3	1	2	8	6	82	42	17	12	11	0
rg04_theta15p195_foilpm3	1	3	0	3	10	0	2	0	0	10
rg04_theta15p195_foilpm3	1	3	0	4	8	0	2	0	0	8
rg04_theta15p195_foilpm3	1	3	0	5	41	20	9	7	5	0
rg04_theta15p195_foilpm3	1	3	0	6	51	24	11	9	7	0
rg04_theta15p195_foilpm3	1	3	1	2	17	0	4	0	0	17
rg04_theta15p195_foilpm3	1	3	1	3	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	3	1	4	28	12	6	6	4	0
rg04_theta15p195_foilpm3	1	3	1	5	47	24	10	4	6	0
rg04_theta15p195_foilpm3	1	3	1	6	87	41	18	13	11	0
rg04_theta15p195_foilpm3	1	3	1	7	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	3	2	2	10	0	2	0	0	10
rg04_theta15p195_foilpm3	1	3	2	3	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	3	2	4	57	28	12	10	8	0
rg04_theta15p195_foilpm3	1	3	2	5	63	29	13	11	8	0
rg04_theta15p195_foilpm3	1	3	2	6	119	60	24	16	15	0
rg04_theta15p195_foilpm3	1	3	2	7	148	77	30	24	20	0
rg04_theta15p195_foilpm3	1	3	3	2	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	3	3	3	24	0	5	0	0	24
rg04_theta15p195_foilpm3	1	3	3	4	56	29	12	9	8	0
rg04_theta15p195_foilpm3	1	3	3	5	97	48	20	16	13	0
rg04_theta15p195_foilpm3	1	3	3	6	111	56	23	17	14	0
rg04_theta15p195_foilpm3	1	3	3	7	193	95	39	30	24	0
rg04_theta15p195_foilpm3	1	3	4	2	16	0	4	0	0	16
rg04_theta15p195_foilpm3	1	3	4	3	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	3	4	4	16	0	4	0	0	16
rg04_theta15p195_foilpm3	1	3	4	5	70	34	14	12	9	0
rg04_theta15p195_foilpm3	1	3	4	6	148	74	30	27	19	0
rg04_theta15p195_foilpm3	1	3	4	7	192	97	39	34	25	0
rg04_theta15p195_foilpm3	1	3	5	2	8	0	2	0	0	8
rg04_theta15p195_foilpm3	1	3	5	3	28	14	6	6	4	0
rg04_theta15p195_foilpm3	1	3	5	4	46	24	10	8	6	0
rg04_theta15p195_foilpm3	1	3	5	6	133	62	27	21	16	0
rg04_theta15p195_foilpm3	1	3	5	7	180	90	36	24	23	0
rg04_theta15p195_foilpm3	1	3	6	2	10	0	2	0	0	10
rg04_theta15p195_foilpm3	1	3	6	3	21	0	5	0	0	21
rg04_theta15p195_foilpm3	1	3	6	4	27	12	6	5	3	0
rg04_theta15p195_foilpm3	1	3	6	5	54	26	11	11	7	0
rg04_theta15p195_foilpm3	1	3	6	6	103	51	21	18	13	0
rg04_theta15p195_foilpm3	1	3	6	7	148	73	30	25	19	0
rg04_theta15p195_foilpm3	1	3	7	2	4	0	1	0	0	4
rg04_theta15p195_foilpm3	1	3	7	3	20	0	4	0	0	20
rg04_theta15p195_foilpm3	1	3	7	4	34	18	7	6	5	0
rg04_theta15p195_foilpm3	1	3	7	5	64	33	13	9	9	0
rg04_theta15p195_foilpm3	1	3	7	6	93	48	19	15	13	0
rg04_theta15p195_foilpm3	1	3	7	7	10	0	2	0	0	10
rg04_theta15p195_foilpm3	1	3	8	3	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	3	8	4	18	0	4	0	0	18
rg04_theta15p195_foilpm3	1	3	8	5	37	15	8	6	4	0
rg04_theta15p195_foilpm3	1	3	8	6	61	28	13	9	8	0
rg04_theta15p195_foilpm3	1	4	0	3	3	0	1	0	0	3
rg04_theta15p195_foilpm3	1	4	0	4	7	0	2	0	0	7
rg04_theta15p195_foilpm3	1	4	0	5	14	0	3	0	0	14
rg04_theta15p195_foilpm3	1	4	0	6	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	4	1	3	2	0	1	0	0	2
rg04_theta15p195_foilpm3	1	4	1	4	13	0	3	0	0	13
rg04_theta15p195_foilpm3	1	4	1	5	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	4	1	6	33	18	7	5	5	0
rg04_theta15p195_foilpm3	1	4	2	4	13	0	3	0	0	13
rg04_theta15p195_foilpm3	1	4	2	5	21	0	5	0	0	21
rg04_theta15p195_foilpm3	1	4	2	6	51	25	11	9	7	0
rg04_theta15p195_foilpm3	1	4	2	7	72	40	15	12	11	0
rg04_theta15p195_foilpm3	1	4	3	3	10	0	2	0	0	10
rg04_theta15p195_foilpm3	1	4	3	4	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	4	3	5	18	0	4	0	0	18
rg04_theta15p195_foilpm3	1	4	3	6	57	31	12	9	8	0
rg04_theta15p195_foilpm3	1	4	3	7	107	59	22	18	15	0
rg04_theta15p195_foilpm3	1	4	4	3	12	0	3	0	0	12
rg04_theta15p195_foilpm3	1	4	4	4	3	0	1	0	0	3
rg04_theta15p195_foilpm3	1	4	4	5	26	15	6	2	4	0
rg04_theta15p195_foilpm3	1	4	4	6	64	31	13	11	8	0
rg04_theta15p195_foilpm3	1	4	4	7	78	39	16	15	10	0
rg04_theta15p195_foilpm3	1	4	5	3	8	0	2	0	0	8
rg04_theta15p195_foilpm3	1	4	5	4	21	0	5	0	0	21
rg04_theta15p195_foilpm3	1	4	5	5	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	4	5	6	59	32	12	9	8	0
rg04_theta15p195_foilpm3	1	4	5	7	95	52	19	13	13	0
rg04_theta15p195_foilpm3	1	4	6	3	1	0	1	0	0	1
rg04_theta15p195_foilpm3	1	4	6	4	14	0	3	0	0	14
rg04_theta15p195_foilpm3	1	4	6	5	31	14	7	7	4	0
rg04_theta15p195_foilpm3	1	4	6	6	49	24	10	8	6	0
rg04_theta15p195_foilpm3	1	4	6	7	58	29	12	10	8	0
rg04_theta15p195_foilpm3	1	4	7	3	3	0	1	0	0	3
rg04_theta15p195_foilpm3	1	4	7	4	5	0	1	0	0	5
rg04_theta15p195_foilpm3	1	4	7	5	15	0	3	0	0	15
rg04_theta15p195_foilpm3	1	4	7	6	40	23	8	4	6	0
rg04_theta15p195_foilpm3	1	4	7	7	2	0	1	0	0	2
rg04_theta15p195_foilpm3	1	4	8	3	2	0	1	0	0	2
rg04_theta15p195_foilpm3	1	4	8	4	7	0	2	0	0	7
rg04_theta15p195_foilpm3	1	4	8	5	7	0	2	0	0	7
rg04_theta15p195_foilpm3	1	4	8	6	11	0	3	0	0	11
rg05_theta12p495_foilpm3	0	0	0	2	31	13	7	2	4	0
rg05_theta12p495_foilpm3	0	0	0	3	27	12	6	4	4	0
rg05_theta12p495_foilpm3	0	0	0	4	44	21	9	5	6	0
rg05_theta12p495_foilpm3	0	0	0	5	30	13	6	2	4	0
rg05_theta12p495_foilpm3	0	0	0	6	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	0	1	2	23	0	5	0	0	23
rg05_theta12p495_foilpm3	0	0	1	3	50	24	10	9	6	0
rg05_theta12p495_foilpm3	0	0	1	4	62	30	13	11	8	0
rg05_theta12p495_foilpm3	0	0	1	5	32	16	7	5	4	0
rg05_theta12p495_foilpm3	0	0	1	6	7	0	2	0	0	7
rg05_theta12p495_foilpm3	0	0	2	2	46	20	10	5	6	0
rg05_theta12p495_foilpm3	0	0	2	3	9	0	2	0	0	9
rg05_theta12p495_foilpm3	0	0	2	4	73	34	15	7	9	0
rg05_theta12p495_foilpm3	0	0	2	5	62	24	13	5	6	0
rg05_theta12p495_foilpm3	0	0	2	6	45	15	9	6	4	0
rg05_theta12p495_foilpm3	0	0	3	2	30	13	6	1	4	0
