rungroup	entry	zfoil	delta_low	delta_high	xscol	yscol	foil	ndel
rg01_theta12p490_foil0	67325	0.0	-5.0	0.0	7	3	0	2
rg01_theta12p490_foil0	67360	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	67363	0.0	-10.0	-8.0	4	3	0	0
rg01_theta12p490_foil0	67376	0.0	5.0	10.0	8	3	0	4
rg01_theta12p490_foil0	67425	0.0	0.0	5.0	3	6	0	3
rg01_theta12p490_foil0	67582	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	67592	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	67609	0.0	-8.0	-5.0	4	6	0	1
rg01_theta12p490_foil0	67904	0.0	0.0	5.0	5	1	0	3
rg01_theta12p490_foil0	67970	0.0	-10.0	-8.0	7	4	0	0
rg01_theta12p490_foil0	67979	0.0	0.0	5.0	2	2	0	3
rg01_theta12p490_foil0	68042	0.0	-5.0	0.0	7	3	0	2
rg01_theta12p490_foil0	68116	0.0	-8.0	-5.0	1	5	0	1
rg01_theta12p490_foil0	68307	0.0	5.0	10.0	3	6	0	4
rg01_theta12p490_foil0	68353	0.0	-8.0	-5.0	5	4	0	1
rg01_theta12p490_foil0	68410	0.0	0.0	5.0	3	1	0	3
rg01_theta12p490_foil0	68688	0.0	-10.0	-8.0	4	2	0	0
rg01_theta12p490_foil0	68691	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	68753	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	68802	0.0	-5.0	0.0	2	1	0	2
rg01_theta12p490_foil0	69186	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	69254	0.0	-10.0	-8.0	0	4	0	0
rg01_theta12p490_foil0	69298	0.0	5.0	10.0	6	6	0	4
rg01_theta12p490_foil0	69335	0.0	-8.0	-5.0	6	4	0	1
rg01_theta12p490_foil0	69587	0.0	-10.0	-8.0	8	5	0	0
rg01_theta12p490_foil0	69818	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	69973	0.0	5.0	10.0	6	5	0	4
rg01_theta12p490_foil0	70062	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	70193	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	70291	0.0	-8.0	-5.0	2	5	0	1
rg01_theta12p490_foil0	70461	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	70612	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	70664	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	70706	0.0	-5.0	0.0	2	1	0	2
rg01_theta12p490_foil0	71150	0.0	0.0	5.0	3	4	0	3
rg01_theta12p490_foil0	71165	0.0	0.0	5.0	7	6	0	3
rg01_theta12p490_foil0	71279	0.0	-5.0	0.0	4	5	0	2
rg01_theta12p490_foil0	71663	0.0	5.0	10.0	4	5	0	4
rg01_theta12p490_foil0	71906	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	71945	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	72106	0.0	-5.0	0.0	8	5	0	2
rg01_theta12p490_foil0	72125	0.0	-8.0	-5.0	7	2	0	1
rg01_theta12p490_foil0	72194	0.0	0.0	5.0	6	5	0	3
rg01_theta12p490_foil0	72291	0.0	5.0	10.0	8	3	0	4
rg01_theta12p490_foil0	72381	0.0	-10.0	-8.0	8	2	0	0
rg01_theta12p490_foil0	72616	0.0	5.0	10.0	3	1	0	4
rg01_theta12p490_foil0	72703	0.0	-8.0	-5.0	5	7	0	1
rg01_theta12p490_foil0	72737	0.0	5.0	10.0	2	5	0	4
rg01_theta12p490_foil0	72817	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	72837	0.0	-8.0	-5.0	7	2	0	1
rg01_theta12p490_foil0	72996	0.0	-8.0	-5.0	3	5	0	1
rg01_theta12p490_foil0	73291	0.0	0.0	5.0	6	3	0	3
rg01_theta12p490_foil0	73518	0.0	0.0	5.0	3	1	0	3
rg01_theta12p490_foil0	73526	0.0	-5.0	0.0	4	2	0	2
rg01_theta12p490_foil0	73578	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	73748	0.0	5.0	10.0	3	4	0	4
rg01_theta12p490_foil0	73773	0.0	-8.0	-5.0	5	7	0	1
rg01_theta12p490_foil0	73826	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	73910	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	73953	0.0	-5.0	0.0	5	3	0	2
rg01_theta12p490_foil0	74253	0.0	-10.0	-8.0	8	6	0	0
rg01_theta12p490_foil0	74294	0.0	-10.0	-8.0	7	5	0	0
rg01_theta12p490_foil0	74376	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	74447	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	74715	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	74720	0.0	-8.0	-5.0	4	7	0	1
rg01_theta12p490_foil0	74775	0.0	0.0	5.0	1	3	0	3
rg01_theta12p490_foil0	75126	0.0	5.0	10.0	6	7	0	4
rg01_theta12p490_foil0	75467	0.0	5.0	10.0	4	1	0	4
rg01_theta12p490_foil0	75518	0.0	0.0	5.0	8	5	0	3
rg01_theta12p490_foil0	75633	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	75643	0.0	-5.0	0.0	5	6	0	2
rg01_theta12p490_foil0	75749	0.0	-5.0	0.0	3	2	0	2
rg01_theta12p490_foil0	75861	0.0	-8.0	-5.0	8	5	0	1
rg01_theta12p490_foil0	75979	0.0	-10.0	-8.0	1	3	0	0
rg01_theta12p490_foil0	75986	0.0	0.0	5.0	6	3	0	3
rg01_theta12p490_foil0	75995	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	76023	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	76096	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	76296	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	76362	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	76580	0.0	-5.0	0.0	4	6	0	2
rg01_theta12p490_foil0	76782	0.0	-8.0	-5.0	7	4	0	1
rg01_theta12p490_foil0	76861	0.0	-5.0	0.0	3	2	0	2
rg01_theta12p490_foil0	77033	0.0	5.0	10.0	7	5	0	4
rg01_theta12p490_foil0	77259	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	77333	0.0	5.0	10.0	8	5	0	4
rg01_theta12p490_foil0	77391	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	77895	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	77925	0.0	0.0	5.0	0	2	0	3
rg01_theta12p490_foil0	78161	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	78297	0.0	-5.0	0.0	1	6	0	2
rg01_theta12p490_foil0	78305	0.0	5.0	10.0	0	2	0	4
rg01_theta12p490_foil0	78433	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	78688	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	78795	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	79069	0.0	-5.0	0.0	7	6	0	2
rg01_theta12p490_foil0	79085	0.0	-10.0	-8.0	6	4	0	0
rg01_theta12p490_foil0	79216	0.0	-10.0	-8.0	8	2	0	0
rg01_theta12p490_foil0	79241	0.0	-8.0	-5.0	3	2	0	1
rg01_theta12p490_foil0	79311	0.0	5.0	10.0	4	7	0	4
rg01_theta12p490_foil0	79338	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	79489	0.0	5.0	10.0	4	5	0	4
rg01_theta12p490_foil0	79595	0.0	5.0	10.0	4	7	0	4
rg01_theta12p490_foil0	79677	0.0	-10.0	-8.0	3	3	0	0
rg01_theta12p490_foil0	79729	0.0	0.0	5.0	6	7	0	3
rg01_theta12p490_foil0	80104	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	80296	0.0	0.0	5.0	0	2	0	3
rg01_theta12p490_foil0	80804	0.0	-5.0	0.0	6	5	0	2
rg01_theta12p490_foil0	81098	0.0	-10.0	-8.0	0	5	0	0
rg01_theta12p490_foil0	81122	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	81162	0.0	-10.0	-8.0	6	3	0	0
rg01_theta12p490_foil0	81163	0.0	-8.0	-5.0	8	2	0	1
rg01_theta12p490_foil0	81260	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	81526	0.0	-10.0	-8.0	7	2	0	0
rg01_theta12p490_foil0	81622	0.0	-5.0	0.0	1	3	0	2
rg01_theta12p490_foil0	81632	0.0	-5.0	0.0	1	2	0	2
rg01_theta12p490_foil0	81709	0.0	-5.0	0.0	6	5	0	2
rg01_theta12p490_foil0	81770	0.0	-5.0	0.0	7	3	0	2
rg01_theta12p490_foil0	81789	0.0	5.0	10.0	3	2	0	4
rg01_theta12p490_foil0	82037	0.0	5.0	10.0	7	5	0	4
rg01_theta12p490_foil0	82114	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	82122	0.0	-8.0	-5.0	0	3	0	1
rg01_theta12p490_foil0	82385	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	82551	0.0	-5.0	0.0	7	6	0	2
rg01_theta12p490_foil0	82557	0.0	-8.0	-5.0	4	7	0	1
rg01_theta12p490_foil0	82581	0.0	0.0	5.0	6	7	0	3
rg01_theta12p490_foil0	82596	0.0	5.0	10.0	5	3	0	4
rg01_theta12p490_foil0	82738	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	82741	0.0	-8.0	-5.0	4	2	0	1
rg01_theta12p490_foil0	82885	0.0	-8.0	-5.0	1	2	0	1
rg01_theta12p490_foil0	83038	0.0	-10.0	-8.0	7	5	0	0
rg01_theta12p490_foil0	83056	0.0	-10.0	-8.0	2	4	0	0
rg01_theta12p490_foil0	83163	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	83380	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	83577	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	83584	0.0	-5.0	0.0	0	3	0	2
rg01_theta12p490_foil0	83730	0.0	0.0	5.0	4	2	0	3
rg01_theta12p490_foil0	83743	0.0	-10.0	-8.0	0	5	0	0
rg01_theta12p490_foil0	83747	0.0	5.0	10.0	5	3	0	4
rg01_theta12p490_foil0	83758	0.0	-8.0	-5.0	4	1	0	1
rg01_theta12p490_foil0	83777	0.0	-10.0	-8.0	3	3	0	0
rg01_theta12p490_foil0	83879	0.0	0.0	5.0	5	4	0	3
rg01_theta12p490_foil0	84174	0.0	0.0	5.0	5	3	0	3
rg01_theta12p490_foil0	84276	0.0	-8.0	-5.0	3	4	0	1
rg01_theta12p490_foil0	84348	0.0	0.0	5.0	4	5	0	3
rg01_theta12p490_foil0	84548	0.0	-8.0	-5.0	7	2	0	1
rg01_theta12p490_foil0	84833	0.0	5.0	10.0	6	1	0	4
rg01_theta12p490_foil0	84885	0.0	-5.0	0.0	3	2	0	2
rg01_theta12p490_foil0	84907	0.0	-8.0	-5.0	4	5	0	1
rg01_theta12p490_foil0	85133	0.0	-5.0	0.0	4	4	0	2
rg01_theta12p490_foil0	85150	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	85183	0.0	5.0	10.0	2	5	0	4
rg01_theta12p490_foil0	85185	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	85380	0.0	-10.0	-8.0	7	6	0	0
rg01_theta12p490_foil0	85892	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	86134	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	86502	0.0	0.0	5.0	5	7	0	3
rg01_theta12p490_foil0	86588	0.0	0.0	5.0	4	1	0	3
rg01_theta12p490_foil0	86760	0.0	-5.0	0.0	5	4	0	2
rg01_theta12p490_foil0	86997	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	87194	0.0	5.0	10.0	6	7	0	4
rg01_theta12p490_foil0	87431	0.0	-5.0	0.0	8	3	0	2
rg01_theta12p490_foil0	87440	0.0	0.0	5.0	7	2	0	3
rg01_theta12p490_foil0	87495	0.0	-5.0	0.0	6	6	0	2
rg01_theta12p490_foil0	87563	0.0	-5.0	0.0	7	4	0	2
rg01_theta12p490_foil0	87886	0.0	0.0	5.0	0	5	0	3
rg01_theta12p490_foil0	87975	0.0	-5.0	0.0	4	7	0	2
rg01_theta12p490_foil0	88000	0.0	0.0	5.0	6	3	0	3
rg01_theta12p490_foil0	88021	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	88157	0.0	-10.0	-8.0	2	5	0	0
rg01_theta12p490_foil0	88236	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	88300	0.0	-8.0	-5.0	5	4	0	1
rg01_theta12p490_foil0	88368	0.0	5.0	10.0	2	7	0	4
rg01_theta12p490_foil0	88477	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	88589	0.0	-10.0	-8.0	5	2	0	0
rg01_theta12p490_foil0	88669	0.0	-5.0	0.0	3	1	0	2
rg01_theta12p490_foil0	88713	0.0	0.0	5.0	7	2	0	3
rg01_theta12p490_foil0	88763	0.0	-10.0	-8.0	7	6	0	0
rg01_theta12p490_foil0	88801	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	89077	0.0	0.0	5.0	5	2	0	3
rg01_theta12p490_foil0	89157	0.0	5.0	10.0	7	3	0	4
rg01_theta12p490_foil0	89398	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	89734	0.0	0.0	5.0	4	6	0	3
rg01_theta12p490_foil0	89781	0.0	5.0	10.0	1	4	0	4
rg01_theta12p490_foil0	89813	0.0	0.0	5.0	2	7	0	3
rg01_theta12p490_foil0	89913	0.0	0.0	5.0	3	5	0	3
rg01_theta12p490_foil0	89949	0.0	5.0	10.0	3	1	0	4
rg01_theta12p490_foil0	90282	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	90838	0.0	0.0	5.0	8	3	0	3
rg01_theta12p490_foil0	90848	0.0	-10.0	-8.0	4	6	0	0
rg01_theta12p490_foil0	90894	0.0	-10.0	-8.0	4	4	0	0
rg01_theta12p490_foil0	91052	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	91246	0.0	-5.0	0.0	3	6	0	2
rg01_theta12p490_foil0	91275	0.0	0.0	5.0	1	3	0	3
rg01_theta12p490_foil0	91345	0.0	-5.0	0.0	6	6	0	2
rg01_theta12p490_foil0	91350	0.0	5.0	10.0	5	3	0	4
rg01_theta12p490_foil0	91437	0.0	-8.0	-5.0	3	2	0	1
rg01_theta12p490_foil0	91822	0.0	5.0	10.0	8	5	0	4
rg01_theta12p490_foil0	91942	0.0	-10.0	-8.0	6	3	0	0
rg01_theta12p490_foil0	92001	0.0	-8.0	-5.0	8	3	0	1
rg01_theta12p490_foil0	92040	0.0	-10.0	-8.0	6	2	0	0
rg01_theta12p490_foil0	92077	0.0	5.0	10.0	0	2	0	4
rg01_theta12p490_foil0	92126	0.0	5.0	10.0	5	4	0	4
rg01_theta12p490_foil0	92351	0.0	0.0	5.0	3	2	0	3
rg01_theta12p490_foil0	92370	0.0	-8.0	-5.0	4	1	0	1
rg01_theta12p490_foil0	92407	0.0	-10.0	-8.0	7	3	0	0
rg01_theta12p490_foil0	92574	0.0	5.0	10.0	6	5	0	4
rg01_theta12p490_foil0	92650	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	93151	0.0	-10.0	-8.0	6	5	0	0
rg01_theta12p490_foil0	93365	0.0	-8.0	-5.0	3	7	0	1
rg01_theta12p490_foil0	93367	0.0	-8.0	-5.0	7	6	0	1
rg01_theta12p490_foil0	93368	0.0	-8.0	-5.0	1	5	0	1
rg01_theta12p490_foil0	93384	0.0	-10.0	-8.0	8	5	0	0
rg01_theta12p490_foil0	93464	0.0	-10.0	-8.0	1	4	0	0
rg01_theta12p490_foil0	93489	0.0	5.0	10.0	1	6	0	4
rg01_theta12p490_foil0	93586	0.0	5.0	10.0	5	7	0	4
rg01_theta12p490_foil0	93605	0.0	-5.0	0.0	8	5	0	2
rg01_theta12p490_foil0	93654	0.0	-5.0	0.0	5	6	0	2
rg01_theta12p490_foil0	93865	0.0	0.0	5.0	4	5	0	3
rg01_theta12p490_foil0	93991	0.0	-8.0	-5.0	6	5	0	1
rg01_theta12p490_foil0	93995	0.0	5.0	10.0	0	6	0	4
rg01_theta12p490_foil0	94180	0.0	-5.0	0.0	3	3	0	2
rg01_theta12p490_foil0	94355	0.0	0.0	5.0	2	4	0	3
rg01_theta12p490_foil0	94472	0.0	-8.0	-5.0	8	6	0	1
rg01_theta12p490_foil0	94537	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	94588	0.0	0.0	5.0	7	4	0	3
rg01_theta12p490_foil0	94810	0.0	-8.0	-5.0	6	5	0	1
rg01_theta12p490_foil0	94901	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	95006	0.0	-5.0	0.0	0	4	0	2
rg01_theta12p490_foil0	95035	0.0	-5.0	0.0	2	2	0	2
rg01_theta12p490_foil0	95194	0.0	0.0	5.0	7	4	0	3
rg01_theta12p490_foil0	95400	0.0	-10.0	-8.0	8	6	0	0
rg01_theta12p490_foil0	95510	0.0	-8.0	-5.0	5	4	0	1
rg01_theta12p490_foil0	95660	0.0	-5.0	0.0	7	2	0	2
rg01_theta12p490_foil0	95695	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	95829	0.0	0.0	5.0	6	2	0	3
rg01_theta12p490_foil0	96194	0.0	0.0	5.0	7	3	0	3
rg01_theta12p490_foil0	96252	0.0	-10.0	-8.0	2	4	0	0
rg01_theta12p490_foil0	96657	0.0	0.0	5.0	4	6	0	3
rg01_theta12p490_foil0	96658	0.0	5.0	10.0	4	7	0	4
rg01_theta12p490_foil0	97087	0.0	-5.0	0.0	6	7	0	2
rg01_theta12p490_foil0	97114	0.0	-5.0	0.0	0	6	0	2
rg01_theta12p490_foil0	97151	0.0	-5.0	0.0	4	2	0	2
rg01_theta12p490_foil0	97391	0.0	-8.0	-5.0	8	6	0	1
rg01_theta12p490_foil0	97423	0.0	-10.0	-8.0	4	5	0	0
rg01_theta12p490_foil0	97586	0.0	5.0	10.0	3	4	0	4
rg01_theta12p490_foil0	97600	0.0	-8.0	-5.0	7	6	0	1
rg01_theta12p490_foil0	97661	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	97677	0.0	-5.0	0.0	7	6	0	2
rg01_theta12p490_foil0	97836	0.0	-8.0	-5.0	0	6	0	1
rg01_theta12p490_foil0	97864	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	97959	0.0	0.0	5.0	1	6	0	3
rg01_theta12p490_foil0	97996	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	98106	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	98273	0.0	0.0	5.0	7	5	0	3
rg01_theta12p490_foil0	98355	0.0	0.0	5.0	4	2	0	3
rg01_theta12p490_foil0	98359	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	98386	0.0	-10.0	-8.0	6	4	0	0
rg01_theta12p490_foil0	98610	0.0	-5.0	0.0	6	7	0	2
rg01_theta12p490_foil0	98708	0.0	-8.0	-5.0	2	5	0	1
rg01_theta12p490_foil0	98814	0.0	-10.0	-8.0	8	4	0	0
rg01_theta12p490_foil0	98865	0.0	0.0	5.0	1	6	0	3
rg01_theta12p490_foil0	98928	0.0	-5.0	0.0	1	5	0	2
rg01_theta12p490_foil0	98935	0.0	-5.0	0.0	0	5	0	2
rg01_theta12p490_foil0	99218	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	99244	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	99331	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	99347	0.0	-10.0	-8.0	6	4	0	0
rg01_theta12p490_foil0	99374	0.0	-10.0	-8.0	0	2	0	0
rg01_theta12p490_foil0	99392	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	99395	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	99518	0.0	5.0	10.0	7	4	0	4
rg01_theta12p490_foil0	99524	0.0	-5.0	0.0	5	3	0	2
rg01_theta12p490_foil0	99632	0.0	0.0	5.0	4	5	0	3
rg01_theta12p490_foil0	99692	0.0	-5.0	0.0	7	3	0	2
rg01_theta12p490_foil0	99758	0.0	-10.0	-8.0	4	2	0	0
rg01_theta12p490_foil0	99907	0.0	5.0	10.0	1	5	0	4
rg01_theta12p490_foil0	99908	0.0	-10.0	-8.0	7	6	0	0
rg01_theta12p490_foil0	100270	0.0	5.0	10.0	8	6	0	4
rg01_theta12p490_foil0	100277	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	100313	0.0	-10.0	-8.0	6	3	0	0
rg01_theta12p490_foil0	100348	0.0	5.0	10.0	1	2	0	4
rg01_theta12p490_foil0	100558	0.0	5.0	10.0	8	3	0	4
rg01_theta12p490_foil0	100580	0.0	-8.0	-5.0	5	4	0	1
rg01_theta12p490_foil0	100712	0.0	5.0	10.0	3	2	0	4
rg01_theta12p490_foil0	100748	0.0	-5.0	0.0	1	6	0	2
rg01_theta12p490_foil0	100820	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	100891	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	101043	0.0	-10.0	-8.0	6	4	0	0
rg01_theta12p490_foil0	101287	0.0	-5.0	0.0	4	1	0	2
rg01_theta12p490_foil0	101314	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	101492	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	101717	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	101858	0.0	-10.0	-8.0	6	6	0	0
rg01_theta12p490_foil0	101863	0.0	-8.0	-5.0	3	7	0	1
rg01_theta12p490_foil0	102107	0.0	-5.0	0.0	8	5	0	2
rg01_theta12p490_foil0	102329	0.0	0.0	5.0	2	4	0	3
rg01_theta12p490_foil0	102429	0.0	5.0	10.0	1	3	0	4
rg01_theta12p490_foil0	102442	0.0	5.0	10.0	2	6	0	4
rg01_theta12p490_foil0	102457	0.0	0.0	5.0	0	5	0	3
rg01_theta12p490_foil0	102561	0.0	-5.0	0.0	1	2	0	2
rg01_theta12p490_foil0	102616	0.0	0.0	5.0	0	6	0	3
rg01_theta12p490_foil0	102896	0.0	5.0	10.0	5	7	0	4
rg01_theta12p490_foil0	103180	0.0	-10.0	-8.0	7	2	0	0
rg01_theta12p490_foil0	103225	0.0	-8.0	-5.0	7	6	0	1
rg01_theta12p490_foil0	103524	0.0	-8.0	-5.0	4	6	0	1
rg01_theta12p490_foil0	103563	0.0	-8.0	-5.0	8	3	0	1
rg01_theta12p490_foil0	103626	0.0	-10.0	-8.0	8	3	0	0
rg01_theta12p490_foil0	103665	0.0	-8.0	-5.0	5	7	0	1
rg01_theta12p490_foil0	103715	0.0	0.0	5.0	3	2	0	3
rg01_theta12p490_foil0	103769	0.0	-8.0	-5.0	3	4	0	1
rg01_theta12p490_foil0	103800	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	104077	0.0	-8.0	-5.0	4	4	0	1
rg01_theta12p490_foil0	104111	0.0	-5.0	0.0	4	5	0	2
rg01_theta12p490_foil0	104265	0.0	5.0	10.0	3	1	0	4
rg01_theta12p490_foil0	104711	0.0	0.0	5.0	5	2	0	3
rg01_theta12p490_foil0	104964	0.0	5.0	10.0	1	2	0	4
rg01_theta12p490_foil0	105076	0.0	-5.0	0.0	3	5	0	2
rg01_theta12p490_foil0	105110	0.0	-10.0	-8.0	0	6	0	0
rg01_theta12p490_foil0	105153	0.0	0.0	5.0	5	4	0	3
rg01_theta12p490_foil0	105400	0.0	-5.0	0.0	2	1	0	2
rg01_theta12p490_foil0	105408	0.0	-8.0	-5.0	3	7	0	1
rg01_theta12p490_foil0	105419	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	105506	0.0	0.0	5.0	3	2	0	3
rg01_theta12p490_foil0	105887	0.0	-5.0	0.0	4	2	0	2
rg01_theta12p490_foil0	105931	0.0	-8.0	-5.0	0	2	0	1
rg01_theta12p490_foil0	106026	0.0	-10.0	-8.0	6	6	0	0
rg01_theta12p490_foil0	106198	0.0	-10.0	-8.0	6	2	0	0
rg01_theta12p490_foil0	106814	0.0	0.0	5.0	5	4	0	3
rg01_theta12p490_foil0	106830	0.0	0.0	5.0	7	2	0	3
rg01_theta12p490_foil0	106860	0.0	5.0	10.0	8	3	0	4
rg01_theta12p490_foil0	107009	0.0	5.0	10.0	3	3	0	4
rg01_theta12p490_foil0	107108	0.0	5.0	10.0	2	6	0	4
rg01_theta12p490_foil0	107307	0.0	-5.0	0.0	2	5	0	2
rg01_theta12p490_foil0	107321	0.0	-8.0	-5.0	3	2	0	1
rg01_theta12p490_foil0	107341	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	107351	0.0	-10.0	-8.0	1	2	0	0
rg01_theta12p490_foil0	107509	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	107633	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	107760	0.0	5.0	10.0	2	7	0	4
rg01_theta12p490_foil0	107965	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	108037	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	108174	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	108253	0.0	-5.0	0.0	2	7	0	2
rg01_theta12p490_foil0	108464	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	108483	0.0	-10.0	-8.0	2	2	0	0
rg01_theta12p490_foil0	108595	0.0	-10.0	-8.0	0	3	0	0
rg01_theta12p490_foil0	108605	0.0	0.0	5.0	3	7	0	3
rg01_theta12p490_foil0	108677	0.0	-8.0	-5.0	0	5	0	1
rg01_theta12p490_foil0	109107	0.0	-5.0	0.0	0	5	0	2
rg01_theta12p490_foil0	109321	0.0	-8.0	-5.0	7	2	0	1
rg01_theta12p490_foil0	109342	0.0	-5.0	0.0	5	4	0	2
rg01_theta12p490_foil0	109525	0.0	-8.0	-5.0	4	5	0	1
rg01_theta12p490_foil0	109547	0.0	-10.0	-8.0	6	2	0	0
rg01_theta12p490_foil0	109718	0.0	5.0	10.0	8	5	0	4
rg01_theta12p490_foil0	109722	0.0	-8.0	-5.0	6	3	0	1
rg01_theta12p490_foil0	109725	0.0	-10.0	-8.0	8	2	0	0
rg01_theta12p490_foil0	110097	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	110110	0.0	-5.0	0.0	0	3	0	2
rg01_theta12p490_foil0	110114	0.0	-10.0	-8.0	5	6	0	0
rg01_theta12p490_foil0	110399	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	110431	0.0	0.0	5.0	1	2	0	3
rg01_theta12p490_foil0	110691	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	110970	0.0	-8.0	-5.0	6	4	0	1
rg01_theta12p490_foil0	111094	0.0	-10.0	-8.0	6	5	0	0
rg01_theta12p490_foil0	111101	0.0	5.0	10.0	6	3	0	4
